,datetime,open,high,low,close,volume
798,2020-03-09,8034.76,8179.31,7632.01,7929.87,116968.8633
799,2020-03-10,7929.87,8149.0,7728.01,7894.56,86783.44388
800,2020-03-11,7894.57,7980.0,7590.0,7934.52,79942.41117
801,2020-03-12,7934.58,7966.17,4410.0,4800.0,261505.6087
802,2020-03-13,4800.01,5955.0,3782.13,5578.6,402201.6738
803,2020-03-14,5576.05,5640.52,5055.13,5172.06,136910.136
804,2020-03-15,5172.48,5940.0,5093.1,5361.3,139916.1465
805,2020-03-16,5360.33,5365.42,4442.12,5028.97,227276.9228
806,2020-03-17,5028.86,5525.0,4921.45,5312.64,150089.9263
807,2020-03-18,5312.64,5436.17,5009.37,5393.04,137127.6349
808,2020-03-19,5393.26,6400.0,5252.53,6162.37,199020.8734
809,2020-03-20,6162.05,6900.0,5670.0,6208.36,219298.3295
810,2020-03-21,6204.57,6456.98,5860.02,6186.98,128913.6684
811,2020-03-22,6187.04,6407.87,5734.01,5816.19,119115.9905
812,2020-03-23,5816.05,6600.0,5688.0,6467.31,164674.2158
813,2020-03-24,6465.25,6833.0,6371.33,6744.72,151138.0099
814,2020-03-25,6744.69,6957.96,6450.0,6677.43,132155.735
815,2020-03-26,6677.42,6780.0,6510.0,6737.36,83026.55521
816,2020-03-27,6737.27,6842.59,6261.0,6359.11,82914.96835
817,2020-03-28,6359.11,6360.0,6024.0,6236.65,93159.69343
818,2020-03-29,6236.65,6266.0,5866.56,5881.42,63311.62771
819,2020-03-30,5880.5,6599.0,5857.76,6394.38,118889.55
820,2020-03-31,6394.45,6523.23,6321.4,6410.44,72337.59526
821,2020-04-01,6412.14,6679.94,6150.11,6642.92,97500.7524
822,2020-04-02,6643.36,7198.0,6551.0,6794.09,149299.9069
823,2020-04-03,6793.86,7048.0,6602.1,6734.1,104080.2769
824,2020-04-04,6732.97,6990.41,6650.01,6856.99,72990.86114
825,2020-04-05,6857.41,6895.54,6677.52,6772.78,49685.35698
826,2020-04-06,6772.78,7355.14,6765.0,7329.9,118052.0008
827,2020-04-07,7329.9,7459.69,7077.0,7197.32,103585.1689
828,2020-04-08,7197.32,7420.0,7150.0,7361.28,76059.14584
829,2020-04-09,7360.26,7371.92,7108.08,7283.54,61094.87242
830,2020-04-10,7283.54,7295.75,6739.98,6858.92,104674.6234
831,2020-04-11,6858.92,6944.3,6760.0,6876.83,45470.29321
832,2020-04-12,6876.84,7177.0,6780.0,6903.79,73868.6665
833,2020-04-13,6903.79,6903.79,6575.0,6837.91,96415.47657
834,2020-04-14,6838.04,6978.0,6754.28,6868.7,69068.62329
835,2020-04-15,6868.57,6933.0,6605.0,6621.24,61571.38499
836,2020-04-16,6621.25,7190.0,6468.27,7101.94,125009.8575
837,2020-04-17,7101.99,7148.12,6972.98,7027.55,54126.50976
838,2020-04-18,7026.78,7293.08,7014.4,7248.6,49488.54282
839,2020-04-19,7248.6,7266.15,7055.6,7120.74,45664.86393
840,2020-04-20,7121.4,7220.0,6751.0,6826.83,90149.49137
841,2020-04-21,6828.98,6940.0,6762.0,6841.37,60109.71081
842,2020-04-22,6841.36,7156.38,6818.0,7125.14,61486.37733
843,2020-04-23,7125.12,7738.0,7020.0,7482.39,102773.5696
844,2020-04-24,7483.96,7615.96,7388.0,7505.0,60182.11994
845,2020-04-25,7505.0,7705.0,7431.07,7538.67,43874.42773
846,2020-04-26,7539.03,7700.0,7480.0,7693.1,50522.61621
847,2020-04-27,7693.1,7792.02,7606.0,7774.62,65441.33958
848,2020-04-28,7773.51,7780.0,7659.12,7738.98,46302.75264
849,2020-04-29,7738.58,8952.89,7710.05,8778.57,183546.8875
850,2020-04-30,8778.58,9460.0,8401.0,8620.0,206277.2141
851,2020-05-01,8620.0,9059.18,8613.56,8826.96,91468.81506
852,2020-05-02,8825.67,9010.0,8753.0,8972.05,59002.08755
853,2020-05-03,8972.58,9200.0,8712.0,8894.16,90126.06564
854,2020-05-04,8894.15,8950.0,8522.0,8871.96,84418.51233
855,2020-05-05,8871.92,9118.58,8760.0,9021.83,76480.76534
856,2020-05-06,9021.36,9395.0,8906.21,9142.92,105925.3024
857,2020-05-07,9143.4,10067.0,9021.0,9986.4,147154.6114
858,2020-05-08,9986.3,10035.96,9705.0,9800.01,100683.7964
859,2020-05-09,9800.02,9914.25,9520.0,9539.4,81950.67957
860,2020-05-10,9539.1,9574.83,8117.0,8722.77,183865.182
861,2020-05-11,8722.77,9168.0,8200.0,8561.52,168807.2518
862,2020-05-12,8562.04,8978.26,8528.78,8810.79,86522.78007
863,2020-05-13,8810.99,9398.0,8792.99,9309.37,92466.27402
864,2020-05-14,9309.35,9939.0,9256.76,9791.98,129565.3775
865,2020-05-15,9791.97,9845.62,9150.0,9316.42,115890.7615
866,2020-05-16,9315.96,9588.0,9220.0,9381.27,59587.62786
867,2020-05-17,9380.81,9888.0,9322.1,9680.04,68647.76432
868,2020-05-18,9681.11,9950.0,9464.23,9733.93,82006.60358
869,2020-05-19,9733.93,9897.21,9474.0,9775.53,78539.76045
870,2020-05-20,9775.13,9842.0,9326.0,9511.43,74923.73809
871,2020-05-21,9511.43,9578.47,8815.0,9068.65,108928.781
872,2020-05-22,9067.51,9271.0,8933.52,9170.0,58943.13102
873,2020-05-23,9170.0,9307.85,9070.0,9179.15,43526.29697
874,2020-05-24,9179.01,9298.0,8700.0,8720.34,70379.86645
875,2020-05-25,8718.14,8979.66,8642.72,8900.35,62833.91095
876,2020-05-26,8900.35,9017.67,8700.0,8841.18,58299.77014
877,2020-05-27,8841.0,9225.0,8811.73,9204.07,68910.35551
878,2020-05-28,9204.07,9625.47,9110.0,9575.89,74110.78766
879,2020-05-29,9575.87,9605.26,9330.0,9427.07,57374.36296
880,2020-05-30,9426.6,9740.0,9331.23,9697.72,55665.27254
881,2020-05-31,9697.72,9700.0,9381.41,9448.27,48333.7864
882,2020-06-01,9448.27,10380.0,9421.67,10200.77,76649.12696
883,2020-06-02,10202.71,10228.99,9266.0,9518.04,108970.7732
884,2020-06-03,9518.02,9690.0,9365.21,9666.24,46252.64494
885,2020-06-04,9666.32,9881.63,9450.0,9789.06,57456.10097
886,2020-06-05,9788.14,9854.75,9581.0,9621.16,47788.05005
887,2020-06-06,9621.17,9735.0,9531.05,9666.3,32752.95089
888,2020-06-07,9666.85,9802.0,9372.46,9746.99,57952.84839
889,2020-06-08,9746.99,9800.0,9633.0,9782.01,40664.66413
890,2020-06-09,9782.0,9877.0,9570.0,9772.43,46024.00129
891,2020-06-10,9772.44,9992.72,9704.18,9885.0,47130.76298
892,2020-06-11,9885.22,9964.0,9113.0,9280.4,94418.98473
893,2020-06-12,9278.88,9557.12,9232.51,9465.13,50119.06693
894,2020-06-13,9464.96,9494.73,9351.0,9473.34,27759.78485
895,2020-06-14,9473.34,9480.99,9245.0,9342.1,30055.50661
896,2020-06-15,9342.1,9495.0,8910.45,9426.02,86107.92471
897,2020-06-16,9426.05,9589.0,9373.09,9525.59,52052.44693
898,2020-06-17,9526.97,9565.0,9236.61,9465.14,48046.41115
899,2020-06-18,9465.13,9489.0,9280.0,9386.32,37381.95377
900,2020-06-19,9386.32,9438.3,9215.79,9310.23,45330.98367
901,2020-06-20,9310.23,9395.0,9170.95,9358.95,30329.06538
902,2020-06-21,9358.95,9422.0,9281.54,9294.69,24316.92623
903,2020-06-22,9294.69,9780.0,9277.09,9685.69,57895.46834
904,2020-06-23,9685.69,9720.0,9577.03,9624.89,41031.02938
905,2020-06-24,9624.33,9670.0,9208.0,9296.49,61571.56146
906,2020-06-25,9298.33,9340.0,9009.69,9249.49,55831.61916
907,2020-06-26,9249.49,9298.0,9045.45,9162.21,50292.29828
908,2020-06-27,9162.21,9196.24,8833.0,9012.0,46290.93011
909,2020-06-28,9012.0,9191.0,8948.06,9116.35,30688.17642
910,2020-06-29,9116.16,9238.0,9024.67,9192.56,42120.29326
911,2020-06-30,9192.93,9205.0,9064.89,9138.55,31463.1628
912,2020-07-01,9138.08,9292.0,9080.1,9232.0,38488.5287
913,2020-07-02,9231.99,9261.96,8940.0,9086.54,45725.16808
914,2020-07-03,9086.54,9125.0,9037.47,9058.26,28943.42018
915,2020-07-04,9057.79,9190.0,9040.04,9135.46,26441.96848
916,2020-07-05,9135.0,9145.24,8893.03,9069.41,34073.65363
917,2020-07-06,9069.41,9375.0,9055.92,9344.2,54463.13228
918,2020-07-07,9342.47,9379.42,9203.0,9257.39,34587.33668
919,2020-07-08,9257.4,9470.0,9231.0,9436.06,56140.51778
920,2020-07-09,9436.06,9440.79,9160.0,9232.43,48044.45065
921,2020-07-10,9232.42,9317.48,9125.0,9288.34,38295.49401
922,2020-07-11,9288.34,9299.28,9178.25,9234.03,22561.366
923,2020-07-12,9234.02,9345.0,9157.5,9302.75,30872.70229
924,2020-07-13,9303.31,9343.82,9200.89,9242.62,42740.06912
925,2020-07-14,9242.61,9279.54,9113.0,9255.85,45772.55251
926,2020-07-15,9255.85,9276.49,9160.57,9197.6,39053.57967
927,2020-07-16,9197.6,9226.15,9047.25,9133.72,43375.57119
928,2020-07-17,9133.72,9186.83,9089.81,9154.32,28054.35874
929,2020-07-18,9154.31,9219.3,9121.1,9170.28,22554.54146
930,2020-07-19,9170.3,9232.27,9101.35,9208.99,26052.01942
931,2020-07-20,9208.99,9221.52,9131.0,9160.78,35458.76408
932,2020-07-21,9160.78,9437.73,9152.8,9390.0,60413.58249
933,2020-07-22,9390.0,9544.0,9261.0,9518.16,48815.00411
934,2020-07-23,9518.16,9664.0,9440.33,9603.27,51856.2335
935,2020-07-24,9603.27,9637.0,9463.44,9537.8,43931.13621
936,2020-07-25,9538.1,9732.9,9513.0,9700.42,40679.54542
937,2020-07-26,9700.42,10111.0,9650.0,9931.54,65279.26932
938,2020-07-27,9931.54,11394.86,9917.21,11029.96,150188.9331
939,2020-07-28,11029.96,11242.23,10565.0,10906.27,97267.73419
940,2020-07-29,10906.27,11342.82,10812.0,11100.53,76838.09423
941,2020-07-30,11100.52,11170.0,10831.0,11099.61,60794.82646
942,2020-07-31,11099.79,11444.0,10960.0,11335.46,70063.66097
943,2020-08-01,11335.46,11861.0,11220.0,11801.17,85087.48513
944,2020-08-02,11801.17,12123.46,10518.5,11071.35,97553.0776
945,2020-08-03,11071.36,11473.0,10936.0,11219.81,56931.84148
946,2020-08-04,11219.68,11414.98,11000.0,11191.97,58629.11371
947,2020-08-05,11191.99,11780.93,11093.0,11744.91,74970.25685
948,2020-08-06,11744.91,11900.0,11562.5,11762.46,63529.08502
949,2020-08-07,11762.47,11909.94,11322.0,11594.23,65755.92602
950,2020-08-08,11594.36,11808.27,11512.0,11761.41,41858.16104
951,2020-08-09,11761.02,11797.11,11521.97,11681.68,41493.06734
952,2020-08-10,11681.69,12067.35,11450.0,11892.92,84952.33789
953,2020-08-11,11892.9,11935.0,11125.0,11392.08,90748.28463
954,2020-08-12,11392.09,11617.52,11150.0,11564.33,64909.61364
955,2020-08-13,11564.34,11792.96,11270.36,11780.0,70132.4915
956,2020-08-14,11779.77,11850.0,11634.03,11760.54,59818.8527
957,2020-08-15,11760.55,11980.0,11680.0,11852.4,56237.90505
958,2020-08-16,11852.4,11931.72,11686.0,11911.0,41368.23691
959,2020-08-17,11910.99,12468.0,11769.78,12281.13,84734.21154
960,2020-08-18,12281.15,12387.77,11817.93,11945.01,75923.83553
961,2020-08-19,11945.1,12020.08,11561.0,11754.59,73940.16961
962,2020-08-20,11754.38,11888.0,11668.0,11853.55,46085.25435
963,2020-08-21,11853.54,11878.0,11485.81,11531.34,64448.30614
964,2020-08-22,11531.23,11686.0,11376.81,11662.96,43678.70165
965,2020-08-23,11663.51,11718.07,11514.13,11648.13,37900.00469
966,2020-08-24,11648.12,11824.9,11585.09,11748.2,46212.39187
967,2020-08-25,11748.19,11767.85,11117.64,11318.42,69590.92327
968,2020-08-26,11318.42,11539.32,11244.0,11461.43,53998.23123
969,2020-08-27,11461.42,11592.2,11125.0,11330.38,63246.03638
970,2020-08-28,11330.38,11542.65,11276.89,11526.91,45953.90837
971,2020-08-29,11526.9,11580.02,11417.04,11465.84,32973.7992
972,2020-08-30,11465.84,11719.0,11458.0,11711.16,43177.87905
973,2020-08-31,11711.17,11800.77,11570.0,11649.51,55353.61774
974,2020-09-01,11649.51,12050.85,11515.0,11921.97,78148.19367
975,2020-09-02,11921.97,11954.57,11160.1,11388.54,87221.8456
976,2020-09-03,11388.54,11462.6,9960.8,10140.85,121950.106
977,2020-09-04,10138.29,10627.05,9875.5,10446.25,92733.59911
978,2020-09-05,10446.25,10565.68,9825.0,10166.69,90001.60557
979,2020-09-06,10166.69,10347.14,9994.86,10256.2,56368.78882
980,2020-09-07,10255.89,10410.75,9875.0,10373.44,62620.23068
981,2020-09-08,10373.45,10438.0,9850.0,10126.65,73491.87842
982,2020-09-09,10126.66,10343.0,9981.01,10219.2,49347.11378
983,2020-09-10,10219.29,10483.35,10070.83,10336.87,58253.75375
984,2020-09-11,10336.86,10397.6,10200.0,10387.89,43830.25447
985,2020-09-12,10387.89,10477.97,10269.25,10440.92,35379.1531
986,2020-09-13,10440.67,10580.11,10200.0,10332.83,43837.60987
987,2020-09-14,10332.84,10750.0,10212.34,10671.77,67059.29136
988,2020-09-15,10671.77,10930.04,10606.48,10785.31,61822.45279
989,2020-09-16,10785.23,11093.0,10661.22,10954.01,64991.51244
990,2020-09-17,10954.01,11045.46,10745.83,10939.99,55601.61453
991,2020-09-18,10940.0,11038.03,10812.84,10933.39,47266.72828
992,2020-09-19,10933.4,11179.79,10887.37,11080.65,38440.03686
993,2020-09-20,11080.64,11080.64,10723.0,10920.28,39157.92257
994,2020-09-21,10920.28,10988.86,10296.35,10417.22,70683.43118
995,2020-09-22,10417.22,10572.71,10353.0,10529.61,43991.23548
996,2020-09-23,10529.61,10537.15,10136.82,10241.46,51876.56808
997,2020-09-24,10241.46,10795.24,10190.93,10736.32,57676.61943
998,2020-09-25,10736.33,10760.53,10556.24,10686.67,48101.11701
999,2020-09-26,10686.57,10820.94,10644.68,10728.6,28420.83666
1000,2020-09-27,10728.59,10799.0,10594.82,10774.25,30549.48325
1001,2020-09-28,10774.26,10950.0,10626.0,10696.12,50095.25173
1002,2020-09-29,10696.11,10867.54,10635.87,10840.48,41874.8984
1003,2020-09-30,10840.58,10849.34,10665.13,10776.59,39596.02732
1004,2020-10-01,10776.59,10920.0,10437.0,10619.13,60866.33289
1005,2020-10-02,10619.13,10664.64,10374.0,10570.4,50130.39371
1006,2020-10-03,10570.4,10603.56,10496.46,10542.06,22298.22134
1007,2020-10-04,10542.07,10696.87,10517.87,10666.63,23212.0016
1008,2020-10-05,10666.62,10798.0,10615.64,10792.21,34025.76165
1009,2020-10-06,10792.2,10800.0,10525.0,10599.66,48674.74047
1010,2020-10-07,10599.65,10681.87,10546.17,10666.39,32811.99028
1011,2020-10-08,10666.4,10950.0,10530.41,10925.57,51959.69157
1012,2020-10-09,10925.44,11104.64,10829.0,11050.64,48240.07324
1013,2020-10-10,11050.64,11491.0,11050.51,11293.22,43648.03694
1014,2020-10-11,11293.22,11445.0,11221.0,11369.02,29043.85134
1015,2020-10-12,11369.02,11720.01,11172.0,11528.25,52825.28371
1016,2020-10-13,11528.24,11557.0,11300.0,11420.56,42205.28371
1017,2020-10-14,11420.57,11547.98,11280.0,11417.89,41415.10602
1018,2020-10-15,11417.89,11617.34,11250.83,11505.12,48760.71768
1019,2020-10-16,11505.13,11541.15,11200.0,11319.32,48797.7495
1020,2020-10-17,11319.24,11402.42,11255.0,11360.2,22368.91524
1021,2020-10-18,11360.31,11505.0,11346.22,11503.14,23284.04119
1022,2020-10-19,11503.14,11823.99,11407.96,11751.47,47414.53469
1023,2020-10-20,11751.46,12038.38,11677.59,11909.99,62134.75066
1024,2020-10-21,11910.0,13217.68,11886.95,12780.96,114584.4568
1025,2020-10-22,12780.75,13185.0,12678.08,12968.52,70038.82414
1026,2020-10-23,12968.84,13027.69,12720.08,12923.07,50386.99984
1027,2020-10-24,12923.06,13166.73,12870.0,13111.73,35952.20907
1028,2020-10-25,13111.73,13350.0,12888.0,13028.83,38481.5795
1029,2020-10-26,13029.64,13238.81,12765.0,13052.19,60951.67299
1030,2020-10-27,13052.15,13789.29,13019.87,13636.17,80796.554
1031,2020-10-28,13636.16,13859.48,12888.0,13266.4,94440.56123
1032,2020-10-29,13266.4,13642.91,12920.77,13455.7,74872.60213
1033,2020-10-30,13455.69,13669.98,13115.0,13560.1,70657.77888
1034,2020-10-31,13560.1,14100.0,13411.5,13791.0,67339.23852
1035,2020-11-01,13791.0,13895.0,13603.0,13761.5,36285.64853
1036,2020-11-02,13761.49,13830.0,13195.05,13549.37,64566.42191
1037,2020-11-03,13549.63,14066.11,13284.99,14023.53,74115.63079
1038,2020-11-04,14023.53,14259.0,13525.0,14144.01,93016.98826
1039,2020-11-05,14144.01,15750.0,14093.56,15590.02,143741.5227
1040,2020-11-06,15590.02,15960.0,15166.0,15579.92,122618.1977
1041,2020-11-07,15579.93,15753.52,14344.22,14818.3,101431.2066
1042,2020-11-08,14818.3,15650.0,14703.88,15475.1,65547.17857
1043,2020-11-09,15475.1,15840.0,14805.54,15328.41,108976.3341
1044,2020-11-10,15328.41,15460.0,15072.46,15297.21,61681.91961
1045,2020-11-11,15297.21,15965.0,15272.68,15684.24,78469.74646
1046,2020-11-12,15684.25,16340.7,15440.64,16291.86,102196.3566
1047,2020-11-13,16291.85,16480.0,15952.35,16320.7,75691.88101
1048,2020-11-14,16320.04,16326.99,15670.0,16070.45,59116.34718
1049,2020-11-15,16069.56,16180.0,15774.72,15957.0,43596.84151
1050,2020-11-16,15957.0,16880.0,15864.0,16713.57,81300.67592
1051,2020-11-17,16713.08,17858.82,16538.0,17659.38,115221.4031
1052,2020-11-18,17659.38,18476.93,17214.45,17776.12,149019.7881
1053,2020-11-19,17777.75,18179.8,17335.65,17802.82,93009.56101
1054,2020-11-20,17802.81,18815.22,17740.04,18655.67,88423.01849
1055,2020-11-21,18655.66,18965.9,18308.58,18703.8,75577.45839
1056,2020-11-22,18703.8,18750.0,17610.86,18414.43,81645.73778
1057,2020-11-23,18413.88,18766.0,18000.0,18368.0,82961.50609
1058,2020-11-24,18368.01,19418.97,18018.0,19160.01,113581.5092
1059,2020-11-25,19160.0,19484.21,18500.27,18719.11,93266.57689
1060,2020-11-26,18718.83,18915.03,16188.0,17149.47,181005.2467
1061,2020-11-27,17149.47,17457.62,16438.08,17139.52,85297.02479
1062,2020-11-28,17139.53,17880.49,16865.56,17719.85,64910.69997
1063,2020-11-29,17719.84,18360.05,17517.0,18184.99,55329.0163
1064,2020-11-30,18185.0,19863.16,18184.99,19695.87,115463.4669
1065,2020-12-01,19695.87,19888.0,18001.12,18764.96,127698.7627
1066,2020-12-02,18764.96,19342.0,18330.0,19204.09,75911.01348
1067,2020-12-03,19204.08,19598.0,18867.2,19421.9,66689.39128
1068,2020-12-04,19422.34,19527.0,18565.31,18650.52,71283.6682
1069,2020-12-05,18650.51,19177.0,18500.0,19147.66,42922.74857
1070,2020-12-06,19147.66,19420.0,18857.0,19359.4,37043.09186
1071,2020-12-07,19358.67,19420.91,18902.88,19166.9,41372.29629
1072,2020-12-08,19166.9,19294.84,18200.0,18324.11,61626.94761
1073,2020-12-09,18324.11,18639.57,17650.0,18541.28,79585.5538
1074,2020-12-10,18541.29,18557.32,17911.12,18254.63,52890.67509
1075,2020-12-11,18254.81,18292.73,17572.33,18036.53,72610.72426
1076,2020-12-12,18036.53,18948.66,18020.7,18808.69,49519.97843
1077,2020-12-13,18808.69,19411.0,18711.12,19174.99,56560.82174
1078,2020-12-14,19174.99,19349.0,19000.0,19273.14,47257.20129
1079,2020-12-15,19273.69,19570.0,19050.0,19426.43,61834.36601
1080,2020-12-16,19426.43,21560.0,19278.6,21335.52,114306.3356
1081,2020-12-17,21335.52,23800.0,21230.0,22797.16,184882.4767
1082,2020-12-18,22797.15,23285.18,22350.0,23107.39,79646.13432
1083,2020-12-19,23107.39,24171.47,22750.0,23821.61,86045.06468
1084,2020-12-20,23821.6,24295.0,23060.0,23455.52,76690.14569
1085,2020-12-21,23455.54,24102.77,21815.0,22719.71,88030.29724
1086,2020-12-22,22719.88,23837.1,22353.4,23810.79,87033.12616
1087,2020-12-23,23810.79,24100.0,22600.0,23232.76,119047.2597
1088,2020-12-24,23232.39,23794.43,22703.42,23729.2,69013.83425
1089,2020-12-25,23728.99,24789.86,23433.6,24712.47,79519.94357
1090,2020-12-26,24712.47,26867.03,24500.0,26493.39,97806.51339
1091,2020-12-27,26493.4,28422.0,25700.0,26281.66,148455.5862
1092,2020-12-28,26281.54,27500.0,26101.0,27079.41,79721.7425
1093,2020-12-29,27079.42,27410.0,25880.0,27385.0,69411.59261
1094,2020-12-30,27385.0,28996.0,27320.0,28875.54,95356.05783
1095,2020-12-31,28875.55,29300.0,27850.0,28923.63,75508.50515
1096,2021-01-01,28923.63,29600.0,28624.57,29331.69,54182.92501
1097,2021-01-02,29331.7,33300.0,28946.53,32178.33,129993.8734
1098,2021-01-03,32176.45,34778.11,31962.99,33000.05,120957.5668
1099,2021-01-04,33000.05,33600.0,28130.0,31988.71,140899.8857
1100,2021-01-05,31989.75,34360.0,29900.0,33949.53,116049.997
1101,2021-01-06,33949.53,36939.21,33288.0,36769.36,127139.2013
1102,2021-01-07,36769.36,40365.0,36300.0,39432.28,132825.7004
1103,2021-01-08,39432.48,41950.0,36500.0,40582.81,139789.9575
1104,2021-01-09,40586.96,41380.0,38720.0,40088.22,75785.97968
1105,2021-01-10,40088.22,41350.0,35111.11,38150.02,118209.5445
1106,2021-01-11,38150.02,38264.74,30420.0,35404.47,249131.5399
1107,2021-01-12,35410.37,36628.0,32531.0,34051.24,133948.152
1108,2021-01-13,34049.15,37850.0,32380.0,37371.38,124477.9149
1109,2021-01-14,37371.38,40100.0,36701.23,39144.5,102950.3894
1110,2021-01-15,39145.21,39747.76,34408.0,36742.22,118300.9209
1111,2021-01-16,36737.43,37950.0,35357.8,35994.98,86348.43151
1112,2021-01-17,35994.98,36852.5,33850.0,35828.61,80157.72738
1113,2021-01-18,35824.99,37469.83,34800.0,36631.27,70698.11875
1114,2021-01-19,36622.46,37850.0,35844.06,35891.49,79611.30777
1115,2021-01-20,35901.94,36415.31,33400.0,35468.23,89368.42292
1116,2021-01-21,35468.23,35600.0,30071.0,30850.13,131803.1829
1117,2021-01-22,30851.99,33826.53,28850.0,32945.17,142971.684
1118,2021-01-23,32950.0,33456.0,31390.16,32078.0,64595.28768
1119,2021-01-24,32078.0,33071.0,30900.0,32259.9,57978.03797
1120,2021-01-25,32259.45,34875.0,31910.0,32254.2,88499.22692
1121,2021-01-26,32254.19,32921.88,30837.37,32467.77,84972.20691
1122,2021-01-27,32464.01,32557.29,29241.72,30366.15,95911.96171
1123,2021-01-28,30362.19,33783.98,29842.1,33364.86,92621.14562
1124,2021-01-29,33368.18,38531.9,31915.4,34252.2,231827.0056
1125,2021-01-30,34246.28,34933.0,32825.0,34262.88,84889.68134
1126,2021-01-31,34262.89,34342.69,32171.67,33092.98,68742.28038
1127,2021-02-01,33092.97,34717.27,32296.16,33526.37,82718.27688
1128,2021-02-02,33517.09,35984.33,33418.0,35466.24,78056.65988
1129,2021-02-03,35472.71,37662.63,35362.38,37618.87,80784.33366
1130,2021-02-04,37620.26,38708.27,36161.95,36936.66,92080.7359
1131,2021-02-05,36936.65,38310.12,36570.0,38290.24,66681.33428
1132,2021-02-06,38289.32,40955.51,38215.94,39186.94,98757.31118
1133,2021-02-07,39181.01,39700.0,37351.0,38795.69,84363.67976
1134,2021-02-08,38795.69,46794.45,37988.89,46374.87,138597.5369
1135,2021-02-09,46374.86,48142.19,44961.09,46420.42,115499.8617
1136,2021-02-10,46420.42,47310.0,43727.0,44807.58,97154.1822
1137,2021-02-11,44807.58,48678.9,43994.02,47969.51,89561.08145
1138,2021-02-12,47968.66,48985.8,46125.0,47287.6,85870.0357
1139,2021-02-13,47298.15,48150.0,46202.53,47153.69,63768.0974
1140,2021-02-14,47156.78,49707.43,47014.17,48577.79,73735.47553
1141,2021-02-15,48580.47,49010.92,45570.79,47911.1,79398.15678
1142,2021-02-16,47911.1,50689.18,47003.62,49133.45,88813.2663
1143,2021-02-17,49133.45,52618.74,48947.0,52119.71,85743.63782
1144,2021-02-18,52117.67,52530.0,50901.9,51552.6,60758.04695
1145,2021-02-19,51552.61,56368.0,50710.2,55906.0,79659.77802
1146,2021-02-20,55906.0,57700.46,53863.93,55841.19,80948.20531
1147,2021-02-21,55841.19,58352.8,55477.59,57408.57,58166.70851
1148,2021-02-22,57412.35,57508.47,47622.0,54087.67,134019.4349
1149,2021-02-23,54087.67,54183.59,44892.56,48891.0,169375.0251
1150,2021-02-24,48891.0,51374.99,46988.69,49676.2,91881.20925
1151,2021-02-25,49676.21,52041.73,46674.34,47073.73,83310.67312
1152,2021-02-26,47073.73,48424.11,44106.78,46276.87,109423.2007
1153,2021-02-27,46276.88,48394.0,45000.0,46106.43,66060.83429
1154,2021-02-28,46103.67,46638.46,43000.0,45135.66,83055.36904
1155,2021-03-01,45134.11,49790.0,44950.53,49587.03,85086.11165
1156,2021-03-02,49595.76,50200.0,47047.6,48440.65,64221.06214
1157,2021-03-03,48436.61,52640.0,48100.71,50349.37,81035.91371
1158,2021-03-04,50349.37,51773.88,47500.0,48374.09,82649.71683
1159,2021-03-05,48374.09,49448.93,46300.0,48751.71,78192.49637
1160,2021-03-06,48746.81,49200.0,47070.0,48882.2,44399.23424
1161,2021-03-07,48882.2,51450.03,48882.2,50971.75,55235.02803
1162,2021-03-08,50959.11,52402.78,49274.67,52375.17,66987.35966
1163,2021-03-09,52375.18,54895.0,51789.41,54884.5,71656.73708
1164,2021-03-10,54874.67,57387.69,53005.0,55851.59,84749.23894
1165,2021-03-11,55851.59,58150.0,54272.82,57773.16,81914.81286
1166,2021-03-12,57773.15,58081.51,54962.84,57221.72,73405.40605
1167,2021-03-13,57221.72,61844.0,56078.23,61188.39,83245.09135
1168,2021-03-14,61188.38,61724.79,58966.78,58968.31,52601.05275
1169,2021-03-15,58976.08,60633.43,54600.0,55605.2,102771.4273
1170,2021-03-16,55605.2,56938.29,53271.34,56900.75,77986.69436
1171,2021-03-17,56900.74,58974.73,54123.69,58912.97,70421.62084
1172,2021-03-18,58912.97,60129.97,57023.0,57648.16,66580.40668
1173,2021-03-19,57641.0,59468.0,56270.74,58030.01,52392.65296
1174,2021-03-20,58030.01,59880.0,57820.17,58102.28,44476.94178
1175,2021-03-21,58100.02,58589.1,55450.11,57351.56,48564.47027
1176,2021-03-22,57351.56,58430.73,53650.0,54083.25,62581.62617
1177,2021-03-23,54083.25,55830.9,53000.0,54340.89,59789.36543
1178,2021-03-24,54342.8,57200.0,51700.0,52303.65,83537.46502
1179,2021-03-25,52303.66,53287.0,50427.56,51293.78,87400.53454
1180,2021-03-26,51293.78,55073.46,51214.6,55025.59,63813.77469
1181,2021-03-27,55025.59,56700.36,53950.0,55817.14,50105.47506
1182,2021-03-28,55817.14,56559.75,54691.84,55777.63,39050.38751
1183,2021-03-29,55777.65,58405.82,54800.01,57635.47,67857.9374
1184,2021-03-30,57635.46,59368.0,57071.35,58746.57,55122.44312
1185,2021-03-31,58746.57,59800.0,56769.0,58740.55,60975.54267
1186,2021-04-01,58739.46,59490.0,57935.45,58720.44,47415.61722
1187,2021-04-02,58720.45,60200.0,58428.57,58950.01,47382.41878
1188,2021-04-03,58950.01,59791.72,56880.0,57051.94,47409.85211
1189,2021-04-04,57051.95,58492.85,56388.0,58202.01,41314.08197
1190,2021-04-05,58202.01,59272.0,56777.77,59129.99,54258.01579
1191,2021-04-06,59129.99,59495.24,57413.02,57991.15,54201.00073
